maintenance_id,date_logged,vehicle_id,fault_type,severity,days_from_first_signal_to_detection,downtime_hours,cost_gbp
M01729,2026-04-12,V0094,BrakeIssue,Low,12,6,417
M01730,2026-04-12,V0045,BatteryDegradation,Low,8,4,355
M01731,2026-04-12,V0244,SensorMalfunction,High,2,29,1350
M01732,2026-04-12,V0292,BatteryDegradation,Medium,11,10,547
M01733,2026-04-12,V0331,BrakeIssue,Critical,2,73,3822
M01734,2026-04-12,V0117,TyreWear,High,1,29,1316
M01735,2026-04-12,V0020,TyreWear,High,3,28,1521
M01736,2026-04-12,V0036,BodyDamage,Low,6,3,172
M01737,2026-04-12,V0309,SensorMalfunction,Medium,9,10,540
M01738,2026-04-12,V0013,EngineFault,High,4,25,1383
M01739,2026-04-12,V0386,EngineFault,Low,8,4,145
M01740,2026-04-12,V0231,BrakeIssue,High,0,29,1479
M01741,2026-04-12,V0128,SensorMalfunction,Low,3,3,394
M01742,2026-04-12,V0229,BatteryDegradation,High,1,26,1550
M01743,2026-04-12,V0393,BatteryDegradation,Low,7,7,450
M01744,2026-04-13,V0056,TyreWear,Critical,2,73,3550
M01745,2026-04-13,V0231,BodyDamage,Medium,6,10,351
M01746,2026-04-13,V0219,SensorMalfunction,Critical,3,77,3628
M01747,2026-04-13,V0302,BodyDamage,Critical,6,74,3878
M01748,2026-04-13,V0292,BatteryDegradation,Critical,3,74,3512
M01749,2026-04-13,V0131,TyreWear,Low,12,4,127
M01750,2026-04-13,V0174,TyreWear,Low,6,2,301
M01751,2026-04-13,V0267,TyreWear,Medium,11,9,554
M01752,2026-04-13,V0266,BodyDamage,Low,5,2,354
M01753,2026-04-13,V0014,TyreWear,Low,8,4,129
M01754,2026-04-13,V0299,BodyDamage,High,1,29,1389
M01755,2026-04-13,V0171,BodyDamage,Medium,9,12,651
M01756,2026-04-13,V0005,BrakeIssue,High,2,24,1342
M01757,2026-04-13,V0057,BatteryDegradation,Critical,3,76,3524
M01758,2026-04-13,V0103,BodyDamage,Critical,3,77,3710
M01759,2026-04-13,V0187,EngineFault,Low,14,2,394
M01760,2026-04-13,V0265,TyreWear,Critical,5,73,3884
M01761,2026-04-13,V0319,SensorMalfunction,Low,10,5,133
M01762,2026-04-13,V0162,TyreWear,Low,5,5,186
M01763,2026-04-13,V0172,BatteryDegradation,Low,7,6,94
M01764,2026-04-13,V0334,TyreWear,Low,7,3,265
M01765,2026-04-13,V0197,BodyDamage,Medium,5,10,472
M01766,2026-04-14,V0119,TyreWear,High,4,29,1310
M01767,2026-04-14,V0323,TyreWear,Low,4,3,300
M01768,2026-04-14,V0247,EngineFault,High,3,24,1244
M01769,2026-04-14,V0227,BodyDamage,High,5,28,1209
M01770,2026-04-14,V0336,BatteryDegradation,Medium,6,11,444
M01771,2026-04-14,V0231,BodyDamage,Low,6,3,356
M01772,2026-04-14,V0126,TyreWear,Low,11,6,471
M01773,2026-04-14,V0118,EngineFault,Critical,3,72,3803
M01774,2026-04-14,V0003,SensorMalfunction,High,1,24,1402
M01775,2026-04-14,V0181,SensorMalfunction,Critical,0,73,3705
M01776,2026-04-14,V0381,EngineFault,Low,9,5,200
M01777,2026-04-14,V0093,SensorMalfunction,Critical,0,77,3744
M01778,2026-04-14,V0185,TyreWear,High,0,25,1343
M01779,2026-04-14,V0314,EngineFault,Medium,13,12,747
M01780,2026-04-14,V0105,SensorMalfunction,Medium,8,9,411
M01781,2026-04-14,V0297,EngineFault,Medium,4,13,577
M01782,2026-04-14,V0042,TyreWear,Low,7,4,449
M01783,2026-04-14,V0130,BatteryDegradation,Medium,10,9,363
M01784,2026-04-14,V0177,EngineFault,Critical,4,73,3873
M01785,2026-04-14,V0282,BrakeIssue,Critical,4,74,3745
M01786,2026-04-14,V0038,TyreWear,Low,8,7,313
M01787,2026-04-14,V0062,SensorMalfunction,High,5,27,1546
M01788,2026-04-14,V0206,BrakeIssue,Medium,6,12,531
M01789,2026-04-14,V0092,BrakeIssue,Low,4,7,186
M01790,2026-04-14,V0320,BodyDamage,Medium,9,12,581
M01791,2026-04-14,V0220,EngineFault,Medium,6,9,500
M01792,2026-04-14,V0013,BrakeIssue,Medium,8,9,467
M01793,2026-04-15,V0037,BrakeIssue,Medium,9,9,720
M01794,2026-04-15,V0063,BatteryDegradation,Low,12,6,190
M01795,2026-04-15,V0117,TyreWear,Medium,15,9,370
M01796,2026-04-15,V0193,SensorMalfunction,Low,8,4,257
M01797,2026-04-15,V0388,BatteryDegradation,High,1,26,1203
M01798,2026-04-15,V0213,BodyDamage,Medium,5,13,389
M01799,2026-04-15,V0167,EngineFault,Critical,1,72,3860
M01800,2026-04-15,V0067,BrakeIssue,Critical,2,76,3843
M01801,2026-04-15,V0077,EngineFault,High,1,26,1277
M01802,2026-04-15,V0267,BatteryDegradation,Critical,5,76,3879
M01803,2026-04-15,V0012,EngineFault,High,2,26,1531
M01804,2026-04-15,V0099,SensorMalfunction,Critical,2,75,3719
M01805,2026-04-15,V0108,BatteryDegradation,Low,10,6,469
M01806,2026-04-15,V0339,EngineFault,Low,11,6,387
M01807,2026-04-15,V0396,BatteryDegradation,High,5,25,1555
M01808,2026-04-15,V0277,TyreWear,Low,8,2,110
M01809,2026-04-15,V0028,BatteryDegradation,Low,7,2,170
M01810,2026-04-15,V0318,BrakeIssue,High,1,28,1546
M01811,2026-04-15,V0108,BodyDamage,Low,6,3,85
M01812,2026-04-15,V0147,EngineFault,Low,3,4,432
M01813,2026-04-15,V0345,BrakeIssue,Low,5,6,364
M01814,2026-04-15,V0063,EngineFault,Low,5,2,164
M01815,2026-04-15,V0050,EngineFault,Critical,5,76,3500
M01816,2026-04-15,V0190,BatteryDegradation,Low,5,6,454
M01817,2026-04-15,V0348,BodyDamage,Critical,1,74,3516
M01818,2026-04-15,V0069,EngineFault,Medium,10,11,643
M01819,2026-04-15,V0043,TyreWear,Medium,8,12,492
M01820,2026-04-15,V0267,BatteryDegradation,Low,9,3,116
M01821,2026-04-15,V0382,BrakeIssue,Critical,3,77,3795
M01822,2026-04-15,V0042,SensorMalfunction,Low,5,2,159
M01823,2026-04-15,V0336,EngineFault,Medium,9,8,551
M01824,2026-04-15,V0186,BatteryDegradation,Medium,9,11,722
M01825,2026-04-16,V0050,BrakeIssue,Medium,5,13,372
M01826,2026-04-16,V0001,TyreWear,Low,5,3,190
M01827,2026-04-16,V0055,BatteryDegradation,Medium,5,13,741
M01828,2026-04-16,V0084,TyreWear,High,2,27,1570
M01829,2026-04-16,V0357,EngineFault,High,3,25,1394
M01830,2026-04-16,V0003,BatteryDegradation,Critical,3,75,3829
M01831,2026-04-16,V0162,BodyDamage,Low,8,4,139
M01832,2026-04-16,V0380,BrakeIssue,High,6,26,1224
M01833,2026-04-16,V0307,BrakeIssue,Critical,3,73,3587
M01834,2026-04-16,V0021,SensorMalfunction,Low,9,3,360
M01835,2026-04-16,V0040,BodyDamage,Low,3,5,439
M01836,2026-04-16,V0332,EngineFault,Medium,4,9,491
M01837,2026-04-16,V0278,BodyDamage,Low,9,3,288
M01838,2026-04-16,V0296,TyreWear,Medium,9,9,555
M01839,2026-04-16,V0273,BatteryDegradation,Medium,14,10,423
M01840,2026-04-16,V0093,BodyDamage,High,2,28,1546
M01841,2026-04-16,V0140,BrakeIssue,High,2,26,1224
M01842,2026-04-16,V0159,BodyDamage,Low,9,7,207
M01843,2026-04-16,V0057,SensorMalfunction,Critical,4,76,3702
M01844,2026-04-16,V0014,TyreWear,Low,9,3,125
M01845,2026-04-16,V0348,EngineFault,Low,8,7,285
M01846,2026-04-16,V0215,TyreWear,Low,11,4,431
M01847,2026-04-16,V0280,BatteryDegradation,Medium,9,11,630
M01848,2026-04-16,V0232,BrakeIssue,Critical,1,73,3767
M01849,2026-04-16,V0228,BodyDamage,Medium,10,12,466
M01850,2026-04-16,V0228,BrakeIssue,Critical,5,74,3720
M01851,2026-04-16,V0103,BatteryDegradation,Low,12,6,288
M01852,2026-04-16,V0318,SensorMalfunction,Low,10,2,124
M01853,2026-04-16,V0051,TyreWear,Medium,5,13,367
M01854,2026-04-16,V0214,SensorMalfunction,Low,10,2,368
M01855,2026-04-17,V0304,BrakeIssue,Critical,0,75,3761
M01856,2026-04-17,V0226,BrakeIssue,High,5,27,1333
M01857,2026-04-17,V0298,BodyDamage,Low,3,7,179
M01858,2026-04-17,V0190,TyreWear,Medium,11,11,697
M01859,2026-04-17,V0097,EngineFault,Medium,10,12,637
M01860,2026-04-17,V0003,EngineFault,Low,8,3,164
M01861,2026-04-17,V0301,BatteryDegradation,Medium,6,8,476
M01862,2026-04-17,V0372,TyreWear,Medium,6,11,642
M01863,2026-04-17,V0248,SensorMalfunction,Medium,11,10,660
M01864,2026-04-17,V0026,BatteryDegradation,High,1,27,1594
M01865,2026-04-17,V0193,SensorMalfunction,Low,8,2,260
M01866,2026-04-17,V0006,BrakeIssue,Medium,8,9,437
M01867,2026-04-17,V0131,SensorMalfunction,Critical,1,73,3783
M01868,2026-04-17,V0298,EngineFault,Medium,5,13,604
M01869,2026-04-17,V0092,SensorMalfunction,Medium,12,13,391
M01870,2026-04-17,V0035,TyreWear,Low,12,5,461
M01871,2026-04-17,V0120,BodyDamage,Low,7,7,438
M01872,2026-04-17,V0239,BatteryDegradation,High,2,26,1251
M01873,2026-04-17,V0254,BatteryDegradation,Low,8,5,456
M01874,2026-04-17,V0291,EngineFault,Low,10,3,424
M01875,2026-04-17,V0018,BatteryDegradation,Critical,2,76,3636
M01876,2026-04-18,V0185,EngineFault,Medium,7,12,516
M01877,2026-04-18,V0207,BrakeIssue,Critical,5,74,3721
M01878,2026-04-18,V0321,BatteryDegradation,Critical,6,74,3778
M01879,2026-04-18,V0189,EngineFault,Low,8,6,340
M01880,2026-04-18,V0027,EngineFault,Medium,12,13,696
M01881,2026-04-18,V0217,BatteryDegradation,Low,5,7,135
M01882,2026-04-18,V0196,BatteryDegradation,Low,7,3,381
M01883,2026-04-18,V0321,SensorMalfunction,Medium,3,11,528
M01884,2026-04-18,V0152,TyreWear,Low,5,5,127
M01885,2026-04-18,V0163,BodyDamage,Low,6,7,323
M01886,2026-04-18,V0387,TyreWear,Medium,5,8,572
M01887,2026-04-18,V0300,BodyDamage,Medium,9,13,440
M01888,2026-04-18,V0221,SensorMalfunction,High,3,28,1448
M01889,2026-04-18,V0275,TyreWear,High,4,26,1544
M01890,2026-04-18,V0376,EngineFault,High,3,27,1203
M01891,2026-04-18,V0066,BatteryDegradation,Low,6,5,189
M01892,2026-04-18,V0397,BatteryDegradation,Medium,8,11,665
M01893,2026-04-18,V0235,BatteryDegradation,High,5,24,1561
M01894,2026-04-18,V0124,BodyDamage,Low,10,7,191
M01895,2026-04-18,V0291,BrakeIssue,Low,6,7,296
M01896,2026-04-19,V0269,TyreWear,Medium,10,8,381
M01897,2026-04-19,V0198,SensorMalfunction,Low,13,7,220
M01898,2026-04-19,V0316,SensorMalfunction,Medium,6,9,400
M01899,2026-04-19,V0223,BatteryDegradation,Medium,5,10,559
M01900,2026-04-19,V0337,SensorMalfunction,Low,3,6,195
M01901,2026-04-19,V0157,SensorMalfunction,Low,6,6,351
M01902,2026-04-19,V0070,EngineFault,High,1,28,1546
M01903,2026-04-19,V0038,SensorMalfunction,Low,3,7,454
M01904,2026-04-19,V0085,BodyDamage,High,6,27,1292
M01905,2026-04-19,V0252,EngineFault,High,3,26,1549
M01906,2026-04-19,V0120,SensorMalfunction,Medium,10,12,436
M01907,2026-04-19,V0373,BodyDamage,High,4,25,1396
M01908,2026-04-19,V0362,BatteryDegradation,Medium,13,13,676
M01909,2026-04-19,V0134,BatteryDegradation,High,1,29,1322
M01910,2026-04-19,V0332,TyreWear,High,3,24,1228
M01911,2026-04-19,V0195,TyreWear,High,4,25,1378
M01912,2026-04-19,V0220,SensorMalfunction,Medium,14,13,589
M01913,2026-04-19,V0326,SensorMalfunction,Critical,1,75,3793
M01914,2026-04-19,V0319,BatteryDegradation,Critical,7,74,3809
M01915,2026-04-19,V0168,BatteryDegradation,Medium,7,8,520
M01916,2026-04-19,V0365,BodyDamage,Low,11,6,360
M01917,2026-04-20,V0169,BodyDamage,Critical,1,77,3778
M01918,2026-04-20,V0112,SensorMalfunction,Medium,11,9,560
M01919,2026-04-20,V0042,BatteryDegradation,Low,16,7,151
M01920,2026-04-20,V0087,EngineFault,Critical,4,73,3606
M01921,2026-04-20,V0007,TyreWear,Low,8,6,166
M01922,2026-04-20,V0327,TyreWear,High,3,26,1239
M01923,2026-04-20,V0285,TyreWear,Low,5,7,246
M01924,2026-04-20,V0139,BodyDamage,Low,5,3,193
M01925,2026-04-20,V0386,BodyDamage,Low,8,5,220
M01926,2026-04-20,V0222,EngineFault,Medium,7,12,412
M01927,2026-04-20,V0157,BrakeIssue,Low,5,2,301
M01928,2026-04-20,V0285,BatteryDegradation,Critical,2,75,3579
M01929,2026-04-20,V0337,BrakeIssue,Critical,1,72,3856
M01930,2026-04-20,V0114,TyreWear,Critical,3,73,3685
M01931,2026-04-20,V0140,BrakeIssue,Low,7,6,102
M01932,2026-04-20,V0225,BrakeIssue,Medium,12,9,721
M01933,2026-04-20,V0387,EngineFault,Medium,8,13,504
M01934,2026-04-20,V0176,EngineFault,Medium,7,11,479
M01935,2026-04-20,V0235,EngineFault,Critical,3,72,3782
M01936,2026-04-20,V0284,TyreWear,Medium,5,8,465
M01937,2026-04-20,V0198,EngineFault,Medium,8,8,729
M01938,2026-04-20,V0373,TyreWear,Medium,10,13,374
M01939,2026-04-20,V0197,EngineFault,Medium,11,8,656
M01940,2026-04-20,V0387,BatteryDegradation,Low,2,3,349
M01941,2026-04-20,V0013,EngineFault,Low,9,4,164
M01942,2026-04-20,V0345,SensorMalfunction,Medium,8,8,554
M01943,2026-04-20,V0057,BodyDamage,High,0,25,1356
M01944,2026-04-20,V0119,EngineFault,Critical,2,73,3529
M01945,2026-04-20,V0146,TyreWear,Low,11,7,187
M01946,2026-04-21,V0090,BrakeIssue,Medium,6,13,408
M01947,2026-04-21,V0290,BatteryDegradation,Low,11,4,407
M01948,2026-04-21,V0064,BatteryDegradation,Medium,3,11,597
M01949,2026-04-21,V0124,BrakeIssue,High,2,24,1382
M01950,2026-04-21,V0323,BodyDamage,Low,12,4,195
M01951,2026-04-21,V0340,TyreWear,Low,9,5,403
M01952,2026-04-21,V0193,BatteryDegradation,Critical,1,75,3570
M01953,2026-04-21,V0216,BatteryDegradation,Low,11,2,262
M01954,2026-04-21,V0390,SensorMalfunction,Medium,7,13,605
M01955,2026-04-21,V0050,BatteryDegradation,Medium,11,12,569
M01956,2026-04-21,V0067,BatteryDegradation,Medium,3,9,717
M01957,2026-04-21,V0289,BodyDamage,Medium,6,8,375
M01958,2026-04-21,V0320,SensorMalfunction,Low,14,6,207
M01959,2026-04-21,V0154,BodyDamage,Critical,3,76,3571
M01960,2026-04-21,V0263,EngineFault,Medium,9,12,486
M01961,2026-04-21,V0270,BrakeIssue,Critical,2,76,3843
M01962,2026-04-21,V0122,BrakeIssue,Medium,6,8,377
M01963,2026-04-21,V0390,EngineFault,Critical,3,77,3892
M01964,2026-04-21,V0266,TyreWear,Critical,3,77,3524
M01965,2026-04-21,V0205,BatteryDegradation,Critical,4,77,3683
M01966,2026-04-21,V0076,EngineFault,High,5,26,1573
M01967,2026-04-21,V0285,TyreWear,Medium,13,10,544
M01968,2026-04-21,V0348,BrakeIssue,High,6,24,1555
M01969,2026-04-22,V0244,BatteryDegradation,High,2,28,1300
M01970,2026-04-22,V0105,BatteryDegradation,High,1,28,1369
M01971,2026-04-22,V0357,SensorMalfunction,High,3,29,1231
M01972,2026-04-22,V0252,SensorMalfunction,High,4,25,1329
M01973,2026-04-22,V0338,TyreWear,High,4,24,1214
M01974,2026-04-22,V0235,BrakeIssue,Low,5,4,100
M01975,2026-04-22,V0283,BrakeIssue,Medium,13,10,560
M01976,2026-04-22,V0135,BrakeIssue,Low,8,7,126
M01977,2026-04-22,V0250,SensorMalfunction,Medium,11,13,397
M01978,2026-04-22,V0012,BrakeIssue,Low,9,6,102
M01979,2026-04-22,V0294,SensorMalfunction,Medium,8,8,727
M01980,2026-04-22,V0098,BatteryDegradation,Low,13,7,324
M01981,2026-04-22,V0031,EngineFault,Low,5,7,284
M01982,2026-04-22,V0246,TyreWear,Medium,13,11,414
M01983,2026-04-22,V0364,SensorMalfunction,Critical,10,77,3649
M01984,2026-04-22,V0158,BatteryDegradation,Low,10,4,200
M01985,2026-04-22,V0242,EngineFault,Critical,2,73,3833
M01986,2026-04-22,V0385,SensorMalfunction,Low,12,2,470
M01987,2026-04-22,V0082,BodyDamage,Low,7,2,263
M01988,2026-04-22,V0053,EngineFault,Medium,9,13,569
M01989,2026-04-22,V0368,BrakeIssue,Critical,4,72,3738
M01990,2026-04-22,V0312,SensorMalfunction,Low,14,6,152
M01991,2026-04-22,V0056,BodyDamage,Critical,5,76,3537
M01992,2026-04-22,V0124,TyreWear,Low,8,3,193
M01993,2026-04-22,V0191,EngineFault,Low,6,3,409
M01994,2026-04-22,V0147,BatteryDegradation,Low,11,2,280
M01995,2026-04-22,V0029,BatteryDegradation,Medium,6,13,572
M01996,2026-04-23,V0277,SensorMalfunction,Critical,4,77,3555
M01997,2026-04-23,V0307,EngineFault,Medium,7,9,562
M01998,2026-04-23,V0243,TyreWear,Medium,7,8,623
M01999,2026-04-23,V0204,TyreWear,Medium,7,13,404
M02000,2026-04-23,V0387,BodyDamage,Low,11,4,234
M02001,2026-04-23,V0259,BrakeIssue,High,1,29,1404
M02002,2026-04-23,V0376,EngineFault,High,4,25,1456
M02003,2026-04-23,V0288,BrakeIssue,Low,10,2,473
M02004,2026-04-23,V0362,BrakeIssue,High,4,28,1359
M02005,2026-04-23,V0228,BodyDamage,Critical,0,74,3587
M02006,2026-04-23,V0081,BatteryDegradation,Critical,7,73,3662
M02007,2026-04-23,V0362,SensorMalfunction,Medium,10,12,446
M02008,2026-04-23,V0099,BrakeIssue,Low,9,2,363
M02009,2026-04-23,V0131,SensorMalfunction,Critical,6,77,3883
M02010,2026-04-23,V0138,TyreWear,Low,5,4,161
M02011,2026-04-23,V0342,BrakeIssue,Medium,5,8,730
M02012,2026-04-23,V0350,BrakeIssue,Medium,5,13,412
M02013,2026-04-23,V0077,BodyDamage,Medium,9,11,607
M02014,2026-04-24,V0369,BatteryDegradation,Medium,11,8,706
M02015,2026-04-24,V0189,SensorMalfunction,Critical,5,73,3800
M02016,2026-04-24,V0114,SensorMalfunction,Medium,12,12,450
M02017,2026-04-24,V0094,SensorMalfunction,Medium,5,9,594
M02018,2026-04-24,V0207,BatteryDegradation,Medium,8,12,462
M02019,2026-04-24,V0170,SensorMalfunction,Medium,5,11,682
M02020,2026-04-24,V0307,BatteryDegradation,Low,9,5,467
M02021,2026-04-24,V0182,TyreWear,Low,5,2,199
M02022,2026-04-24,V0319,SensorMalfunction,Low,8,7,285
M02023,2026-04-24,V0026,BatteryDegradation,Low,7,6,379
M02024,2026-04-24,V0221,BodyDamage,High,3,26,1586
M02025,2026-04-24,V0151,BatteryDegradation,Critical,5,72,3794
M02026,2026-04-24,V0026,BrakeIssue,Critical,1,73,3832
M02027,2026-04-24,V0271,EngineFault,Critical,0,74,3766
M02028,2026-04-24,V0205,TyreWear,High,0,29,1334
M02029,2026-04-24,V0361,EngineFault,Medium,10,8,539
M02030,2026-04-24,V0170,SensorMalfunction,Medium,10,12,674
M02031,2026-04-24,V0207,EngineFault,Critical,1,77,3576
M02032,2026-04-24,V0100,SensorMalfunction,Low,9,6,231
M02033,2026-04-24,V0242,BrakeIssue,Low,13,6,127
M02034,2026-04-24,V0358,BrakeIssue,Critical,2,75,3617
M02035,2026-04-24,V0370,BrakeIssue,Low,10,7,231
M02036,2026-04-24,V0249,SensorMalfunction,Medium,10,9,747
M02037,2026-04-24,V0224,BrakeIssue,Low,8,4,398
M02038,2026-04-24,V0130,BodyDamage,Low,9,2,237
M02039,2026-04-24,V0399,TyreWear,Critical,4,73,3627
M02040,2026-04-24,V0373,BrakeIssue,Low,8,7,280
M02041,2026-04-24,V0380,BodyDamage,High,2,29,1515
M02042,2026-04-25,V0281,BodyDamage,High,2,25,1227
M02043,2026-04-25,V0249,EngineFault,Medium,5,13,539
M02044,2026-04-25,V0227,EngineFault,Low,10,4,306
M02045,2026-04-25,V0333,BatteryDegradation,Medium,6,10,745
M02046,2026-04-25,V0017,SensorMalfunction,High,2,26,1570
M02047,2026-04-25,V0385,BodyDamage,Critical,7,75,3526
M02048,2026-04-25,V0392,BodyDamage,Critical,1,75,3529
M02049,2026-04-25,V0204,BodyDamage,High,5,28,1487
M02050,2026-04-25,V0168,BatteryDegradation,Low,9,7,386
M02051,2026-04-25,V0248,TyreWear,Medium,11,13,613
M02052,2026-04-25,V0095,TyreWear,Medium,9,12,488
M02053,2026-04-25,V0324,EngineFault,Low,8,7,323
M02054,2026-04-25,V0225,BodyDamage,High,2,29,1228
M02055,2026-04-25,V0348,EngineFault,Medium,7,12,368
M02056,2026-04-25,V0187,TyreWear,Medium,5,11,595
M02057,2026-04-25,V0070,BatteryDegradation,Low,11,4,263
M02058,2026-04-25,V0051,BodyDamage,Critical,1,76,3622
M02059,2026-04-25,V0239,BatteryDegradation,Low,8,2,468
M02060,2026-04-25,V0221,TyreWear,Critical,3,73,3768
M02061,2026-04-25,V0110,EngineFault,Low,14,4,106
M02062,2026-04-25,V0303,EngineFault,High,1,24,1580
M02063,2026-04-25,V0278,BatteryDegradation,Low,7,4,88
M02064,2026-04-25,V0360,BatteryDegradation,High,3,26,1208
M02065,2026-04-25,V0270,BatteryDegradation,Medium,9,10,630
M02066,2026-04-25,V0195,TyreWear,Low,4,5,271
M02067,2026-04-25,V0158,SensorMalfunction,Medium,6,9,549
M02068,2026-04-25,V0048,EngineFault,Medium,5,13,649
M02069,2026-04-25,V0323,BodyDamage,Medium,6,13,376
M02070,2026-04-25,V0124,EngineFault,Critical,4,73,3764
M02071,2026-04-25,V0103,BatteryDegradation,Critical,4,75,3558
M02072,2026-04-25,V0114,BrakeIssue,Low,4,2,161
M02073,2026-04-25,V0366,BrakeIssue,Low,8,7,331
M02074,2026-04-25,V0328,BrakeIssue,Medium,7,11,635
M02075,2026-04-25,V0392,BatteryDegradation,Critical,3,77,3504
M02076,2026-04-26,V0162,BrakeIssue,Low,9,2,134
M02077,2026-04-26,V0345,EngineFault,Medium,6,11,600
M02078,2026-04-26,V0311,BatteryDegradation,Medium,9,13,573
M02079,2026-04-26,V0010,BodyDamage,Critical,3,72,3718
M02080,2026-04-26,V0189,BatteryDegradation,High,6,29,1505
M02081,2026-04-26,V0145,BrakeIssue,High,3,26,1392
M02082,2026-04-26,V0003,BatteryDegradation,High,1,25,1459
M02083,2026-04-26,V0253,BodyDamage,Low,5,3,405
M02084,2026-04-26,V0381,BodyDamage,Medium,8,12,496
M02085,2026-04-26,V0336,EngineFault,High,9,29,1284
M02086,2026-04-26,V0022,BrakeIssue,Low,7,3,374
M02087,2026-04-26,V0338,TyreWear,Medium,9,13,620
M02088,2026-04-26,V0240,EngineFault,Medium,7,10,723
M02089,2026-04-26,V0090,EngineFault,Low,5,3,472
M02090,2026-04-26,V0366,BatteryDegradation,High,1,29,1371
M02091,2026-04-26,V0083,TyreWear,High,3,28,1430
M02092,2026-04-26,V0187,SensorMalfunction,High,5,25,1540
M02093,2026-04-26,V0096,EngineFault,Medium,7,12,725
M02094,2026-04-26,V0250,TyreWear,High,0,28,1220
M02095,2026-04-26,V0050,TyreWear,Medium,4,9,545
M02096,2026-04-27,V0400,EngineFault,Medium,14,11,435
M02097,2026-04-27,V0082,BatteryDegradation,Medium,6,10,606
M02098,2026-04-27,V0253,BodyDamage,Medium,7,10,454
M02099,2026-04-27,V0158,SensorMalfunction,Low,8,3,207
M02100,2026-04-27,V0317,BodyDamage,Medium,5,8,595
M02101,2026-04-27,V0293,BatteryDegradation,Medium,5,11,518
M02102,2026-04-27,V0397,BodyDamage,Medium,4,11,525
M02103,2026-04-27,V0238,BrakeIssue,Medium,12,8,649
M02104,2026-04-27,V0148,EngineFault,Low,5,4,401
M02105,2026-04-27,V0079,BodyDamage,Medium,7,12,354
M02106,2026-04-27,V0297,EngineFault,Critical,1,75,3860
M02107,2026-04-27,V0109,BrakeIssue,Critical,2,72,3727
M02108,2026-04-27,V0075,TyreWear,Critical,2,76,3635
M02109,2026-04-27,V0339,SensorMalfunction,Critical,5,75,3772
M02110,2026-04-27,V0162,BatteryDegradation,High,1,28,1512
M02111,2026-04-27,V0186,BrakeIssue,Medium,7,8,657
M02112,2026-04-27,V0156,EngineFault,Critical,4,73,3759
M02113,2026-04-27,V0065,EngineFault,Critical,1,73,3705
M02114,2026-04-27,V0204,EngineFault,Medium,5,12,584
M02115,2026-04-27,V0158,BodyDamage,High,5,27,1407
M02116,2026-04-27,V0113,BodyDamage,Low,11,6,368
M02117,2026-04-27,V0209,BrakeIssue,Critical,2,72,3767
M02118,2026-04-27,V0241,BodyDamage,Low,7,4,209
M02119,2026-04-27,V0121,BrakeIssue,Low,6,7,222
M02120,2026-04-27,V0312,TyreWear,Medium,9,9,718
M02121,2026-04-27,V0394,SensorMalfunction,Medium,11,13,650
M02122,2026-04-27,V0265,BrakeIssue,Low,8,4,195
M02123,2026-04-27,V0332,EngineFault,Low,5,4,338
M02124,2026-04-27,V0324,BrakeIssue,Medium,6,10,712
M02125,2026-04-27,V0308,BatteryDegradation,Medium,9,11,708
M02126,2026-04-27,V0095,SensorMalfunction,Medium,13,10,517
M02127,2026-04-28,V0195,BrakeIssue,Low,8,4,270
M02128,2026-04-28,V0302,EngineFault,Medium,3,11,602
M02129,2026-04-28,V0226,EngineFault,Low,10,4,475
M02130,2026-04-28,V0092,BodyDamage,Critical,5,75,3877
M02131,2026-04-28,V0176,EngineFault,Critical,2,77,3847
M02132,2026-04-28,V0304,BodyDamage,High,3,29,1490
M02133,2026-04-28,V0345,SensorMalfunction,Medium,8,13,737
M02134,2026-04-28,V0034,EngineFault,High,2,26,1274
M02135,2026-04-28,V0316,BrakeIssue,Critical,4,76,3692
M02136,2026-04-28,V0118,BatteryDegradation,Low,11,6,168
M02137,2026-04-28,V0205,EngineFault,Low,8,6,83
M02138,2026-04-28,V0133,EngineFault,Low,6,2,242
M02139,2026-04-28,V0256,EngineFault,Low,9,3,104
M02140,2026-04-28,V0193,BatteryDegradation,Medium,10,12,639
M02141,2026-04-28,V0119,BrakeIssue,Medium,6,10,428
M02142,2026-04-28,V0098,BatteryDegradation,Critical,3,76,3632
M02143,2026-04-29,V0137,TyreWear,Medium,5,11,481
M02144,2026-04-29,V0056,BatteryDegradation,Low,13,2,279
M02145,2026-04-29,V0201,BrakeIssue,Low,12,4,442
M02146,2026-04-29,V0351,BodyDamage,High,6,28,1206
M02147,2026-04-29,V0132,BrakeIssue,High,3,24,1255
M02148,2026-04-29,V0269,EngineFault,Low,9,5,100
M02149,2026-04-29,V0045,TyreWear,Critical,4,75,3724
M02150,2026-04-29,V0225,BodyDamage,High,3,25,1446
M02151,2026-04-29,V0356,BrakeIssue,Low,3,3,459
M02152,2026-04-29,V0146,BrakeIssue,Low,6,4,418
M02153,2026-04-29,V0027,TyreWear,Medium,10,11,572
M02154,2026-04-29,V0186,SensorMalfunction,Medium,7,10,545
M02155,2026-04-29,V0306,SensorMalfunction,High,6,24,1504
M02156,2026-04-29,V0257,BodyDamage,Critical,1,73,3607
M02157,2026-04-29,V0195,BrakeIssue,Low,10,3,136
M02158,2026-04-29,V0274,TyreWear,Medium,13,9,606
M02159,2026-04-29,V0113,SensorMalfunction,Low,9,5,223
M02160,2026-04-29,V0159,TyreWear,Critical,2,72,3832
M02161,2026-04-29,V0222,TyreWear,Medium,4,10,400
