session_id,date,hub_id,vehicle_id,duration_minutes,kwh_delivered,platform_logged,asset_monitor_flag,cost_gbp
CH000409,2026-02-02,H014C,V0030,201,59.16,1,1,20.11
CH000410,2026-02-02,H028C,V0181,125,0.94,1,0,0.32
CH000411,2026-02-02,H026C,V0055,200,44.36,1,1,15.08
CH000412,2026-02-02,H035C,V0001,59,5.15,1,1,1.75
CH000413,2026-02-02,H017C,V0355,183,14.24,1,1,4.84
CH000414,2026-02-02,H028C,V0019,156,54.54,1,1,18.54
CH000415,2026-02-02,H012C,V0219,41,4.3,1,1,1.46
CH000416,2026-02-02,H032C,V0393,205,16.39,1,1,5.57
CH000417,2026-02-02,H014C,V0127,35,58.11,1,1,19.76
CH000418,2026-02-02,H034C,V0394,228,44.78,1,1,15.23
CH000419,2026-02-02,H016C,V0030,148,36.5,1,1,12.41
CH000420,2026-02-02,H018C,V0227,167,18.31,1,1,6.23
CH000421,2026-02-02,H031C,V0313,96,46.53,1,1,15.82
CH000422,2026-02-02,H012C,V0257,228,48.43,1,1,16.47
CH000423,2026-02-02,H033C,V0022,147,31.53,1,1,10.72
CH000424,2026-02-02,H031C,V0306,79,56.47,1,1,19.2
CH000425,2026-02-02,H014C,V0022,142,1.85,1,0,0.63
CH000426,2026-02-02,H016C,V0290,163,50.89,1,1,17.3
CH000427,2026-02-02,H014C,V0261,39,12.16,1,1,4.13
CH000428,2026-02-02,H023C,V0172,65,52.79,1,1,17.95
CH000429,2026-02-02,H021C,V0042,116,50.17,1,1,17.06
CH000430,2026-02-02,H014C,V0320,19,18.96,1,1,6.45
CH000431,2026-02-02,H021C,V0156,94,25.65,1,1,8.72
CH000432,2026-02-02,H012C,V0222,16,12.91,1,1,4.39
CH000433,2026-02-02,H032C,V0012,197,32.21,1,1,10.95
CH000434,2026-02-02,H026C,V0328,113,45.14,1,1,15.35
CH000435,2026-02-02,H008C,V0065,38,21.54,1,1,7.32
CH000436,2026-02-02,H011C,V0276,103,37.63,1,1,12.79
CH000437,2026-02-02,H032C,V0175,204,33.46,1,1,11.38
CH000438,2026-02-02,H026C,V0031,189,22.5,1,1,7.65
CH000439,2026-02-02,H019C,V0355,39,13.56,1,1,4.61
CH000440,2026-02-02,H030C,V0118,110,6.62,1,1,2.25
CH000441,2026-02-02,H023C,V0369,104,6.73,1,1,2.29
CH000442,2026-02-02,H034C,V0105,48,9.18,1,1,3.12
CH000443,2026-02-02,H023C,V0352,166,28.21,1,1,9.59
CH000444,2026-02-02,H003C,V0362,184,29.66,1,1,10.08
CH000445,2026-02-02,H019C,V0382,106,20.27,1,1,6.89
CH000446,2026-02-02,H034C,V0093,179,45.5,1,1,15.47
CH000447,2026-02-02,H008C,V0344,21,7.98,1,1,2.71
CH000448,2026-02-02,H008C,V0017,22,50.65,1,1,17.22
CH000449,2026-02-02,H019C,V0279,186,44.89,1,1,15.26
CH000450,2026-02-02,H028C,V0393,20,25.72,1,1,8.74
CH000451,2026-02-02,H013C,V0276,228,59.85,1,1,20.35
CH000452,2026-02-02,H035C,V0102,93,40.73,1,1,13.85
CH000453,2026-02-02,H003C,V0357,59,41.55,1,1,14.13
CH000454,2026-02-02,H031C,V0178,181,59.28,1,1,20.16
CH000455,2026-02-02,H024C,V0388,215,0.33,1,0,0.11
CH000456,2026-02-02,H013C,V0251,187,10.3,1,1,3.5
CH000457,2026-02-02,H023C,V0256,183,39.75,1,1,13.52
CH000458,2026-02-02,H026C,V0115,201,9.01,1,1,3.06
CH000459,2026-02-02,H011C,V0046,192,5.99,1,1,2.04
CH000460,2026-02-02,H028C,V0244,107,46.63,1,1,15.85
CH000461,2026-02-02,H010C,V0310,203,29.13,1,1,9.9
CH000462,2026-02-02,H017C,V0065,233,1.78,1,0,0.61
CH000463,2026-02-02,H033C,V0174,24,51.02,1,1,17.35
CH000464,2026-02-02,H031C,V0096,48,22.53,1,1,7.66
CH000465,2026-02-02,H024C,V0165,227,24.94,1,1,8.48
CH000466,2026-02-02,H035C,V0358,24,0.77,1,0,0.26
CH000467,2026-02-03,H019C,V0264,235,33.74,1,1,11.47
CH000468,2026-02-03,H003C,V0313,168,45.1,1,1,15.33
CH000469,2026-02-03,H035C,V0048,125,29.03,1,1,9.87
CH000470,2026-02-03,H020C,V0337,124,57.96,1,1,19.71
CH000471,2026-02-03,H024C,V0175,68,21.96,1,1,7.47
CH000472,2026-02-03,H024C,V0281,209,5.52,1,1,1.88
CH000473,2026-02-03,H010C,V0209,17,12.67,1,1,4.31
CH000474,2026-02-03,H024C,V0196,93,8.18,1,1,2.78
CH000475,2026-02-03,H020C,V0360,69,14.0,1,1,4.76
CH000476,2026-02-03,H011C,V0270,134,50.36,1,1,17.12
CH000477,2026-02-03,H026C,V0226,158,0.58,1,0,0.2
CH000478,2026-02-03,H013C,V0165,51,57.18,1,1,19.44
CH000479,2026-02-03,H014C,V0178,135,16.27,1,1,5.53
CH000480,2026-02-03,H028C,V0219,79,28.28,1,1,9.62
CH000481,2026-02-03,H033C,V0274,33,16.4,1,1,5.58
CH000482,2026-02-03,H019C,V0012,98,55.48,1,1,18.86
CH000483,2026-02-03,H008C,V0298,85,27.08,1,1,9.21
CH000484,2026-02-03,H032C,V0159,57,25.4,1,1,8.64
CH000485,2026-02-03,H032C,V0073,167,52.7,1,1,17.92
CH000486,2026-02-03,H023C,V0385,140,50.91,1,1,17.31
CH000487,2026-02-03,H020C,V0079,102,34.38,1,1,11.69
CH000488,2026-02-03,H030C,V0072,125,55.9,1,1,19.01
CH000489,2026-02-03,H012C,V0174,151,48.02,1,1,16.33
CH000490,2026-02-03,H021C,V0179,233,40.19,1,1,13.66
CH000491,2026-02-03,H023C,V0212,57,50.66,1,1,17.22
CH000492,2026-02-03,H034C,V0212,173,59.2,1,1,20.13
CH000493,2026-02-03,H003C,V0236,182,30.87,1,1,10.5
CH000494,2026-02-03,H034C,V0281,33,51.98,1,1,17.67
CH000495,2026-02-03,H013C,V0184,36,20.87,1,1,7.1
CH000496,2026-02-03,H032C,V0159,37,1.94,1,0,0.66
CH000497,2026-02-03,H008C,V0394,33,37.47,1,1,12.74
CH000498,2026-02-03,H020C,V0340,208,46.96,1,1,15.97
CH000499,2026-02-03,H018C,V0077,22,14.17,1,1,4.82
CH000500,2026-02-03,H012C,V0229,181,1.74,1,0,0.59
CH000501,2026-02-03,H032C,V0251,239,58.55,1,1,19.91
CH000502,2026-02-03,H033C,V0369,15,0.42,1,0,0.14
CH000503,2026-02-03,H034C,V0224,185,42.55,1,1,14.47
CH000504,2026-02-03,H031C,V0001,183,58.52,1,1,19.9
CH000505,2026-02-03,H023C,V0115,71,31.35,1,1,10.66
CH000506,2026-02-03,H030C,V0244,149,48.29,1,1,16.42
CH000507,2026-02-03,H014C,V0335,136,32.74,1,1,11.13
CH000508,2026-02-03,H018C,V0235,48,12.38,1,1,4.21
CH000509,2026-02-03,H028C,V0049,23,49.59,1,1,16.86
CH000510,2026-02-03,H011C,V0124,16,27.9,1,1,9.49
CH000511,2026-02-03,H018C,V0257,59,19.69,1,1,6.69
CH000512,2026-02-03,H024C,V0196,121,49.4,1,1,16.8
CH000513,2026-02-03,H023C,V0069,147,10.91,1,1,3.71
CH000514,2026-02-03,H021C,V0124,17,6.09,1,1,2.07
CH000515,2026-02-03,H031C,V0346,64,22.95,1,1,7.8
CH000516,2026-02-03,H024C,V0150,36,33.0,1,1,11.22
CH000517,2026-02-03,H017C,V0012,239,8.51,1,1,2.89
CH000518,2026-02-03,H028C,V0346,31,32.77,1,1,11.14
CH000519,2026-02-03,H013C,V0382,189,1.63,1,0,0.55
CH000520,2026-02-03,H028C,V0146,160,4.51,1,1,1.53
CH000521,2026-02-03,H035C,V0222,38,11.82,1,1,4.02
CH000522,2026-02-03,H003C,V0123,102,7.23,1,1,2.46
CH000523,2026-02-03,H003C,V0385,207,36.76,1,1,12.5
CH000524,2026-02-03,H008C,V0384,118,46.36,1,1,15.76
CH000525,2026-02-03,H034C,V0390,104,26.1,1,1,8.87
CH000526,2026-02-03,H017C,V0057,151,50.35,1,1,17.12
CH000527,2026-02-03,H023C,V0049,223,1.05,1,0,0.36
CH000528,2026-02-03,H020C,V0126,172,31.46,1,1,10.7
CH000529,2026-02-03,H024C,V0230,142,9.04,1,1,3.07
CH000530,2026-02-03,H030C,V0084,72,37.47,1,1,12.74
CH000531,2026-02-03,H030C,V0031,68,39.61,1,1,13.47
CH000532,2026-02-03,H011C,V0246,46,0.76,1,0,0.26
CH000533,2026-02-03,H019C,V0360,142,43.52,1,1,14.8
CH000534,2026-02-03,H020C,V0135,97,48.83,1,1,16.6
CH000535,2026-02-03,H008C,V0222,209,13.28,1,1,4.52
CH000536,2026-02-03,H028C,V0180,189,21.75,1,1,7.4
CH000537,2026-02-03,H008C,V0264,193,4.63,1,1,1.57
CH000538,2026-02-03,H010C,V0351,161,41.79,1,1,14.21
CH000539,2026-02-03,H017C,V0219,106,42.86,1,1,14.57
CH000540,2026-02-03,H021C,V0018,129,57.29,1,1,19.48
CH000541,2026-02-03,H006C,V0362,183,42.59,1,1,14.48
CH000542,2026-02-03,H032C,V0142,128,55.42,1,1,18.84
CH000543,2026-02-03,H006C,V0002,234,6.29,1,1,2.14
CH000544,2026-02-03,H034C,V0251,69,25.72,1,1,8.74
CH000545,2026-02-03,H012C,V0107,170,17.22,1,1,5.85
CH000546,2026-02-03,H016C,V0248,159,59.78,1,1,20.33
CH000547,2026-02-03,H034C,V0262,178,38.1,1,1,12.95
CH000548,2026-02-03,H012C,V0216,101,0.51,1,0,0.17
CH000549,2026-02-03,H023C,V0233,223,42.16,1,1,14.33
CH000550,2026-02-03,H024C,V0135,76,27.44,1,1,9.33
CH000551,2026-02-03,H032C,V0189,179,59.96,1,1,20.39
CH000552,2026-02-03,H006C,V0258,234,11.23,1,1,3.82
CH000553,2026-02-03,H014C,V0263,141,0.61,1,0,0.21
CH000554,2026-02-03,H003C,V0322,18,24.03,1,1,8.17
CH000555,2026-02-03,H011C,V0245,131,44.52,1,1,15.14
CH000556,2026-02-03,H013C,V0007,209,28.21,1,1,9.59
CH000557,2026-02-03,H010C,V0048,25,45.08,1,1,15.33
CH000558,2026-02-03,H035C,V0364,196,57.99,1,1,19.72
CH000559,2026-02-03,H011C,V0133,163,17.37,1,1,5.91
CH000560,2026-02-03,H032C,V0006,117,31.9,1,1,10.85
CH000561,2026-02-03,H008C,V0263,219,17.45,1,1,5.93
CH000562,2026-02-03,H026C,V0156,80,15.5,1,1,5.27
CH000563,2026-02-03,H032C,V0017,167,30.24,1,1,10.28
CH000564,2026-02-03,H024C,V0110,47,47.17,1,1,16.04
CH000565,2026-02-03,H012C,V0237,59,1.92,1,0,0.65
CH000566,2026-02-03,H003C,V0161,177,25.38,1,1,8.63
CH000567,2026-02-03,H033C,V0263,68,16.67,1,1,5.67
CH000568,2026-02-03,H031C,V0134,227,10.56,1,1,3.59
CH000569,2026-02-03,H011C,V0082,112,54.73,1,1,18.61
CH000570,2026-02-03,H012C,V0095,129,7.9,1,1,2.69
CH000571,2026-02-03,H013C,V0165,167,10.3,1,1,3.5
CH000572,2026-02-03,H031C,V0090,30,22.33,1,1,7.59
CH000573,2026-02-03,H010C,V0261,83,21.21,1,1,7.21
CH000574,2026-02-03,H028C,V0007,110,1.18,1,0,0.4
CH000575,2026-02-03,H020C,V0077,218,56.16,1,1,19.09
CH000576,2026-02-03,H006C,V0006,58,21.67,1,1,7.37
CH000577,2026-02-03,H024C,V0262,46,20.4,1,1,6.94
CH000578,2026-02-03,H013C,V0008,197,37.39,1,1,12.71
CH000579,2026-02-03,H011C,V0337,97,19.59,1,1,6.66
CH000580,2026-02-03,H016C,V0328,113,50.07,1,1,17.02
CH000581,2026-02-03,H012C,V0379,18,46.57,1,1,15.83
CH000582,2026-02-03,H020C,V0267,167,36.82,1,1,12.52
CH000583,2026-02-03,H034C,V0174,155,4.07,1,1,1.38
CH000584,2026-02-03,H011C,V0106,113,44.73,1,1,15.21
CH000585,2026-02-03,H034C,V0335,207,58.15,1,1,19.77
CH000586,2026-02-03,H030C,V0185,160,31.38,1,1,10.67
CH000587,2026-02-03,H019C,V0098,210,13.58,1,1,4.62
CH000588,2026-02-03,H024C,V0392,142,30.27,1,1,10.29
CH000589,2026-02-03,H035C,V0261,212,1.88,1,0,0.64
CH000590,2026-02-03,H017C,V0012,141,56.36,1,1,19.16
CH000591,2026-02-03,H034C,V0337,212,47.44,1,1,16.13
CH000592,2026-02-03,H018C,V0200,76,23.2,1,1,7.89
CH000593,2026-02-03,H034C,V0045,39,16.53,1,1,5.62
CH000594,2026-02-03,H032C,V0316,156,50.59,1,1,17.2
CH000595,2026-02-03,H016C,V0120,190,57.09,1,1,19.41
CH000596,2026-02-03,H020C,V0393,236,45.68,1,1,15.53
CH000597,2026-02-03,H033C,V0248,99,1.77,1,0,0.6
CH000598,2026-02-03,H019C,V0373,226,46.5,1,1,15.81
CH000599,2026-02-03,H021C,V0277,169,31.87,1,1,10.84
CH000600,2026-02-03,H024C,V0105,160,49.09,1,1,16.69
CH000601,2026-02-03,H006C,V0295,157,39.17,1,1,13.32
CH000602,2026-02-03,H020C,V0226,229,36.66,1,1,12.46
CH000603,2026-02-03,H024C,V0328,62,54.42,1,1,18.5
CH000604,2026-02-03,H013C,V0142,188,29.7,1,1,10.1
CH000605,2026-02-03,H032C,V0118,129,41.07,1,1,13.96
CH000606,2026-02-03,H016C,V0390,100,12.87,1,1,4.38
CH000607,2026-02-03,H019C,V0093,87,5.14,1,1,1.75
CH000608,2026-02-03,H016C,V0126,106,22.99,1,1,7.82
CH000609,2026-02-03,H035C,V0030,236,42.72,1,1,14.52
CH000610,2026-02-03,H016C,V0150,99,6.39,1,1,2.17
CH000611,2026-02-03,H032C,V0175,189,25.9,1,1,8.81
CH000612,2026-02-03,H028C,V0224,151,23.82,1,1,8.1
CH000613,2026-02-03,H033C,V0341,168,40.09,1,1,13.63
CH000614,2026-02-03,H021C,V0138,109,47.13,1,1,16.02
CH000615,2026-02-03,H026C,V0087,69,0.12,1,0,0.04
CH000616,2026-02-03,H033C,V0310,179,50.77,1,1,17.26
CH000617,2026-02-03,H016C,V0204,75,56.05,1,1,19.06
CH000618,2026-02-03,H013C,V0328,83,42.73,1,1,14.53
CH000619,2026-02-03,H017C,V0233,37,17.2,1,1,5.85
CH000620,2026-02-03,H035C,V0356,175,36.64,1,1,12.46
CH000621,2026-02-03,H014C,V0273,87,10.56,1,1,3.59
CH000622,2026-02-03,H019C,V0269,173,54.89,1,1,18.66
CH000623,2026-02-03,H028C,V0392,33,36.75,1,1,12.5
CH000624,2026-02-03,H021C,V0259,185,8.68,1,1,2.95
CH000625,2026-02-03,H012C,V0355,187,49.86,1,1,16.95
CH000626,2026-02-03,H021C,V0345,161,21.4,1,1,7.28
CH000627,2026-02-03,H024C,V0092,156,1.85,1,0,0.63
CH000628,2026-02-03,H021C,V0156,116,9.97,1,1,3.39
CH000629,2026-02-03,H017C,V0215,163,12.97,1,1,4.41
CH000630,2026-02-03,H018C,V0098,82,50.59,1,1,17.2
CH000631,2026-02-03,H011C,V0014,155,11.17,1,1,3.8
CH000632,2026-02-03,H033C,V0337,197,19.42,1,1,6.6
CH000633,2026-02-03,H023C,V0194,220,26.02,1,1,8.85
CH000634,2026-02-03,H019C,V0219,40,58.0,1,1,19.72
CH000635,2026-02-03,H024C,V0002,210,34.38,1,1,11.69
CH000636,2026-02-03,H026C,V0373,33,44.1,1,1,14.99
CH000637,2026-02-03,H031C,V0115,126,41.71,1,1,14.18
CH000638,2026-02-03,H014C,V0072,142,17.65,1,1,6.0
CH000639,2026-02-03,H032C,V0165,85,33.91,1,1,11.53
CH000640,2026-02-03,H031C,V0233,204,15.84,1,1,5.39
CH000641,2026-02-03,H013C,V0270,189,21.16,1,1,7.19
CH000642,2026-02-03,H032C,V0104,233,45.2,1,1,15.37
CH000643,2026-02-03,H017C,V0102,23,22.36,1,1,7.6
CH000644,2026-02-03,H035C,V0178,54,24.02,1,1,8.17
CH000645,2026-02-03,H031C,V0281,189,42.34,1,1,14.4
CH000646,2026-02-03,H018C,V0358,199,50.53,1,1,17.18
CH000647,2026-02-03,H028C,V0015,115,58.15,1,1,19.77
CH000648,2026-02-03,H019C,V0012,157,9.56,1,1,3.25
CH000649,2026-02-03,H035C,V0329,190,38.8,1,1,13.19
CH000650,2026-02-03,H017C,V0123,16,15.69,1,1,5.33
CH000651,2026-02-03,H006C,V0142,25,0.43,1,0,0.15
CH000652,2026-02-03,H035C,V0015,157,0.15,1,0,0.05
CH000653,2026-02-03,H031C,V0079,142,13.46,1,1,4.58
CH000654,2026-02-03,H028C,V0108,229,1.58,1,0,0.54
CH000655,2026-02-03,H020C,V0189,34,18.72,1,1,6.36
CH000656,2026-02-03,H012C,V0299,106,6.07,1,1,2.06
CH000657,2026-02-03,H003C,V0024,178,1.1,1,0,0.37
CH000658,2026-02-03,H023C,V0087,82,11.65,1,1,3.96
CH000659,2026-02-03,H016C,V0079,206,41.86,1,1,14.23
CH000660,2026-02-03,H031C,V0314,204,34.34,1,1,11.68
CH000661,2026-02-03,H013C,V0236,233,22.22,1,1,7.55
CH000662,2026-02-03,H006C,V0285,69,42.98,1,1,14.61
CH000663,2026-02-03,H023C,V0184,35,12.71,1,1,4.32
CH000664,2026-02-03,H014C,V0383,191,42.69,1,1,14.51
CH000665,2026-02-03,H035C,V0199,69,53.67,1,1,18.25
CH000666,2026-02-03,H011C,V0352,17,1.11,1,0,0.38
CH000667,2026-02-03,H030C,V0122,125,24.73,1,1,8.41
CH000668,2026-02-03,H016C,V0261,184,59.0,1,1,20.06
CH000669,2026-02-03,H019C,V0274,200,50.42,1,1,17.14
CH000670,2026-02-03,H032C,V0280,45,28.11,1,1,9.56
CH000671,2026-02-03,H003C,V0098,217,8.06,1,1,2.74
CH000672,2026-02-03,H028C,V0385,144,58.26,1,1,19.81
CH000673,2026-02-03,H003C,V0030,107,22.89,1,1,7.78
CH000674,2026-02-03,H021C,V0065,173,57.26,1,1,19.47
CH000675,2026-02-03,H018C,V0233,97,0.5,1,0,0.17
CH000676,2026-02-03,H019C,V0054,122,46.25,1,1,15.73
CH000677,2026-02-03,H019C,V0017,185,31.05,1,1,10.56
CH000678,2026-02-03,H033C,V0059,70,49.95,1,1,16.98
CH000679,2026-02-03,H034C,V0285,189,58.64,1,1,19.94
CH000680,2026-02-03,H032C,V0002,24,49.52,1,1,16.84
CH000681,2026-02-03,H017C,V0133,70,55.06,1,1,18.72
CH000682,2026-02-03,H003C,V0270,95,10.41,1,1,3.54
CH000683,2026-02-03,H012C,V0400,86,38.75,1,1,13.18
CH000684,2026-02-03,H028C,V0046,70,40.86,1,1,13.89
CH000685,2026-02-03,H017C,V0090,135,44.13,1,1,15.0
CH000686,2026-02-03,H018C,V0095,98,46.15,1,1,15.69
CH000687,2026-02-03,H008C,V0065,56,31.37,1,1,10.67
CH000688,2026-02-03,H023C,V0248,169,47.86,1,1,16.27
CH000689,2026-02-03,H016C,V0320,149,38.08,1,1,12.95
CH000690,2026-02-03,H033C,V0280,79,33.03,1,1,11.23
CH000691,2026-02-03,H033C,V0280,226,1.22,1,0,0.41
CH000692,2026-02-03,H014C,V0342,68,33.58,1,1,11.42
CH000693,2026-02-03,H014C,V0311,45,23.9,1,1,8.13
CH000694,2026-02-03,H024C,V0256,81,35.15,1,1,11.95
CH000695,2026-02-03,H018C,V0084,226,9.68,1,1,3.29
CH000696,2026-02-03,H008C,V0332,183,1.97,1,0,0.67
CH000697,2026-02-03,H035C,V0297,115,11.15,1,1,3.79
CH000698,2026-02-03,H010C,V0054,49,31.16,1,1,10.59
CH000699,2026-02-03,H011C,V0098,125,20.35,1,1,6.92
CH000700,2026-02-03,H033C,V0138,146,56.9,1,1,19.35
CH000701,2026-02-03,H030C,V0014,157,19.12,1,1,6.5
CH000702,2026-02-03,H016C,V0360,225,16.89,1,1,5.74
CH000703,2026-02-03,H012C,V0161,40,23.96,1,1,8.15
CH000704,2026-02-03,H019C,V0083,127,15.98,1,1,5.43
CH000705,2026-02-03,H023C,V0340,19,35.83,1,1,12.18
CH000706,2026-02-03,H016C,V0069,135,1.75,1,0,0.6
CH000707,2026-02-03,H028C,V0179,114,31.38,1,1,10.67
CH000708,2026-02-03,H033C,V0150,228,34.83,1,1,11.84
CH000709,2026-02-03,H012C,V0335,75,44.58,1,1,15.16
CH000710,2026-02-03,H033C,V0134,171,1.02,1,0,0.35
CH000711,2026-02-03,H010C,V0283,232,16.0,1,1,5.44
CH000712,2026-02-03,H006C,V0219,205,18.4,1,1,6.26
CH000713,2026-02-03,H019C,V0200,90,0.13,1,0,0.04
CH000714,2026-02-03,H014C,V0221,215,54.27,1,1,18.45
CH000715,2026-02-03,H013C,V0230,221,4.54,1,1,1.54
CH000716,2026-02-03,H034C,V0277,51,17.16,1,1,5.83
CH000717,2026-02-03,H019C,V0135,189,35.08,1,1,11.93
CH000718,2026-02-03,H017C,V0133,139,12.62,1,1,4.29
CH000719,2026-02-03,H008C,V0106,213,5.74,1,1,1.95
CH000720,2026-02-03,H032C,V0313,191,48.8,1,1,16.59
CH000721,2026-02-03,H021C,V0018,133,56.79,1,1,19.31
CH000722,2026-02-03,H031C,V0341,31,49.34,1,1,16.78
CH000723,2026-02-03,H032C,V0038,138,29.99,1,1,10.2
CH000724,2026-02-03,H030C,V0096,197,35.04,1,1,11.91
CH000725,2026-02-03,H018C,V0046,195,38.33,1,1,13.03
CH000726,2026-02-04,H008C,V0196,178,26.36,1,1,8.96
CH000727,2026-02-04,H033C,V0373,120,6.78,1,1,2.31
CH000728,2026-02-04,H017C,V0134,211,59.34,1,1,20.18
CH000729,2026-02-04,H019C,V0122,230,1.83,1,0,0.62
CH000730,2026-02-04,H033C,V0093,55,34.09,1,1,11.59
CH000731,2026-02-04,H034C,V0187,208,38.83,1,1,13.2
CH000732,2026-02-04,H034C,V0015,122,47.53,1,1,16.16
CH000733,2026-02-04,H021C,V0063,165,53.1,1,1,18.05
CH000734,2026-02-04,H024C,V0083,186,46.75,1,1,15.9
CH000735,2026-02-04,H028C,V0352,210,0.5,1,0,0.17
CH000736,2026-02-04,H010C,V0172,50,51.12,1,1,17.38
CH000737,2026-02-04,H023C,V0088,32,56.78,1,1,19.31
CH000738,2026-02-04,H014C,V0181,34,47.77,1,1,16.24
CH000739,2026-02-04,H016C,V0153,218,35.46,1,1,12.06
CH000740,2026-02-04,H010C,V0351,101,1.13,1,0,0.38
CH000741,2026-02-04,H011C,V0352,220,4.62,1,1,1.57
CH000742,2026-02-04,H008C,V0274,50,52.71,1,1,17.92
CH000743,2026-02-04,H018C,V0344,224,1.69,1,0,0.57
CH000744,2026-02-04,H024C,V0148,236,51.51,1,1,17.51
CH000745,2026-02-04,H021C,V0295,51,15.86,1,1,5.39
CH000746,2026-02-04,H035C,V0316,130,6.04,1,1,2.05
CH000747,2026-02-04,H035C,V0076,161,31.65,1,1,10.76
CH000748,2026-02-04,H021C,V0105,184,39.0,1,1,13.26
CH000749,2026-02-04,H010C,V0079,91,16.31,1,1,5.55
CH000750,2026-02-04,H021C,V0014,237,25.49,1,1,8.67
CH000751,2026-02-04,H026C,V0105,131,31.68,1,1,10.77
CH000752,2026-02-04,H026C,V0056,149,27.15,1,1,9.23
CH000753,2026-02-04,H026C,V0324,136,35.02,1,1,11.91
CH000754,2026-02-04,H032C,V0181,193,25.12,1,1,8.54
CH000755,2026-02-04,H020C,V0072,68,12.74,1,1,4.33
CH000756,2026-02-04,H003C,V0245,71,58.41,1,1,19.86
CH000757,2026-02-04,H031C,V0388,105,24.97,1,1,8.49
CH000758,2026-02-04,H006C,V0174,210,18.11,1,1,6.16
CH000759,2026-02-04,H030C,V0096,85,33.13,1,1,11.26
CH000760,2026-02-04,H008C,V0251,177,53.77,1,1,18.28
CH000761,2026-02-04,H021C,V0098,39,1.58,1,0,0.54
CH000762,2026-02-04,H003C,V0329,211,45.63,1,1,15.51
CH000763,2026-02-04,H014C,V0385,237,1.11,1,0,0.38
CH000764,2026-02-04,H031C,V0250,233,0.15,1,0,0.05
CH000765,2026-02-04,H018C,V0394,184,52.76,1,1,17.94
CH000766,2026-02-04,H008C,V0179,226,56.66,1,1,19.26
CH000767,2026-02-04,H035C,V0200,238,47.89,1,1,16.28
CH000768,2026-02-04,H006C,V0121,197,54.26,1,1,18.45
CH000769,2026-02-04,H018C,V0015,106,25.56,1,1,8.69
CH000770,2026-02-04,H034C,V0126,197,54.24,1,1,18.44
CH000771,2026-02-04,H035C,V0254,28,0.6,1,0,0.2
CH000772,2026-02-04,H030C,V0226,146,17.98,1,1,6.11
CH000773,2026-02-04,H011C,V0383,208,4.43,1,1,1.51
CH000774,2026-02-04,H011C,V0383,128,20.32,1,1,6.91
CH000775,2026-02-04,H033C,V0290,236,38.69,1,1,13.15
CH000776,2026-02-04,H035C,V0173,206,29.61,1,1,10.07
CH000777,2026-02-04,H023C,V0095,180,31.78,1,1,10.81
CH000778,2026-02-04,H033C,V0334,179,6.83,1,1,2.32
CH000779,2026-02-04,H010C,V0393,17,34.27,1,1,11.65
CH000780,2026-02-04,H012C,V0394,200,5.52,1,1,1.88
CH000781,2026-02-04,H013C,V0111,61,26.6,1,1,9.04
CH000782,2026-02-04,H014C,V0342,202,29.85,1,1,10.15
CH000783,2026-02-04,H026C,V0384,129,7.98,1,1,2.71
CH000784,2026-02-04,H028C,V0221,194,6.79,1,1,2.31
CH000785,2026-02-04,H006C,V0120,100,37.55,1,1,12.77
CH000786,2026-02-04,H026C,V0134,68,21.37,1,1,7.27
CH000787,2026-02-04,H008C,V0270,210,15.94,1,1,5.42
CH000788,2026-02-04,H017C,V0267,31,37.41,1,1,12.72
CH000789,2026-02-04,H011C,V0028,76,45.73,1,1,15.55
CH000790,2026-02-04,H011C,V0146,201,7.3,1,1,2.48
CH000791,2026-02-04,H031C,V0338,98,45.17,1,1,15.36
CH000792,2026-02-04,H014C,V0161,36,32.5,1,1,11.05
CH000793,2026-02-04,H017C,V0143,67,6.81,1,1,2.32
CH000794,2026-02-04,H006C,V0356,204,45.78,1,1,15.57
CH000795,2026-02-04,H033C,V0067,117,1.51,1,0,0.51
CH000796,2026-02-04,H028C,V0079,141,13.24,1,1,4.5
CH000797,2026-02-04,H035C,V0097,141,48.27,1,1,16.41
CH000798,2026-02-04,H010C,V0103,16,59.27,1,1,20.15
CH000799,2026-02-04,H016C,V0059,65,48.9,1,1,16.63
CH000800,2026-02-04,H024C,V0142,163,1.01,1,0,0.34
CH000801,2026-02-04,H019C,V0181,121,26.62,1,1,9.05
CH000802,2026-02-04,H020C,V0192,219,6.88,1,1,2.34
CH000803,2026-02-04,H012C,V0252,21,57.83,1,1,19.66
CH000804,2026-02-04,H031C,V0030,31,34.34,1,1,11.68
CH000805,2026-02-04,H010C,V0293,51,34.39,1,1,11.69
CH000806,2026-02-04,H018C,V0115,135,9.84,1,1,3.35
CH000807,2026-02-04,H030C,V0012,212,1.95,1,0,0.66
CH000808,2026-02-04,H035C,V0113,127,41.45,1,1,14.09
CH000809,2026-02-04,H032C,V0106,207,8.12,1,1,2.76
CH000810,2026-02-04,H013C,V0370,21,0.39,1,0,0.13
CH000811,2026-02-04,H008C,V0216,130,5.52,1,1,1.88
CH000812,2026-02-04,H034C,V0088,227,54.46,1,1,18.52
CH000813,2026-02-04,H032C,V0117,123,35.08,1,1,11.93
CH000814,2026-02-04,H014C,V0179,31,1.41,1,0,0.48
CH000815,2026-02-04,H031C,V0148,57,29.52,1,1,10.04
CH000816,2026-02-04,H014C,V0383,148,56.95,1,1,19.36
CH000817,2026-02-04,H008C,V0367,107,7.85,1,1,2.67
CH000818,2026-02-04,H006C,V0280,127,38.48,1,1,13.08
